iter	RMSE
448	694.1173657
449	691.995735
450	691.0841177
451	690.1831992
452	689.2928512
453	687.2013416
454	686.3220231
455	684.0686819
456	683.2216785
457	682.3888779
458	681.5260307
459	680.7114567
460	679.8630207
461	677.8428904
462	677.0049879
463	675.0122221
464	674.1847051
465	673.3669954
466	672.5999393
467	671.7959487
468	669.8393709
469	669.0453645
470	668.2608003
471	666.3309404
472	665.5561196
473	663.383985
474	661.2358237
475	659.1113622
476	658.3361042
477	656.2104853
478	655.4423332
479	654.7271854
480	654.0242279
481	653.2728566
482	651.4357038
483	650.6936812
484	649.9605703
485	648.1482501
486	647.4242647
487	646.7089965
488	644.6236652
489	642.5612933
490	641.8486649
491	639.8060115
492	637.7858394
493	635.7703514
494	635.1137614
495	634.4054979
496	633.763737
497	631.8455839
498	631.1494812
499	630.4618319
500	628.5694741
501	627.8902312
502	625.9136947
503	623.9589114
504	623.2823023
505	621.3462186
506	619.4314419
507	617.5377353
508	615.6499237
509	614.5758259
510	613.5154579
511	611.7319449
512	610.6950318
513	609.4949892
514	608.3099195
515	607.1396393
516	605.983967
517	604.8427234
518	603.7157314
519	602.6028162
520	601.5038048
521	600.9949125
522	599.9119787
523	598.2873937
524	597.7856451
525	596.7152561
526	595.1041975
527	594.6094827
528	593.0150903
529	591.9538505
530	590.3737759
531	589.7381697
532	588.1741914
533	587.5339835
534	586.9017669
535	586.2774333
536	584.8572364
537	583.4524942
538	582.06305
539	580.6887486
540	580.0940112
541	578.7371878
542	577.3951886
543	576.8123786
544	575.4874754
545	574.1770834
546	573.6059354
547	572.3122644
548	571.0327968
549	570.4730515
550	569.2099369
551	568.6590897
552	567.4121259
553	566.1789077
554	565.6390162
555	564.4215913
556	563.2176174
557	562.688439
558	561.4999076
559	560.979115
560	559.8058339
561	558.6455659
562	558.1350677
563	556.9897093
564	555.8570823
565	555.3566511
566	554.2385995
567	553.1330026
568	552.642416
569	551.5510667
570	551.0682208
571	549.9909401
572	548.925703
573	548.4523182
574	547.4008315
575	546.3611243
576	545.896992
577	544.8707232
578	544.4138904
579	543.4008899
580	542.3992765
581	541.9513366
582	540.9626889
583	539.9851762
584	539.5459335
585	538.5810898
586	538.1487324
587	537.1963962
588	536.2548208
589	535.8308232
590	534.9014677
591	534.4841024
592	533.5668106
593	532.659916
594	532.2505868
595	531.3554771
596	530.4705311
597	530.0690618
598	529.1956275
599	528.8004163
600	527.9383457
601	527.0860925
602	526.6984373
603	525.857283
604	525.025724
605	524.6454596
606	523.8247402
607	523.4503822
608	522.6403622
609	521.9554442
610	521.1535158
611	520.785876
612	519.9944074
613	519.2120064
614	518.8513147
615	518.0791274
616	517.7240115
617	516.9619051
618	515.2866384
619	514.5325987
620	514.1828995
621	513.4386939
622	512.7030296
623	512.3598935
624	511.6338311
625	511.2959833
626	510.5793977
627	509.871057
628	509.5395198
629	508.8404312
630	508.1493977
631	507.8240339
632	507.1420326
633	506.8216632
634	506.1485756
635	504.5882358
636	503.0447513
637	502.7268502
638	501.1988239
639	500.8835758
640	500.1781389
641	499.8663916
642	499.1683144
643	498.4778523
644	497.8231795
645	497.1760904
646	495.6618735
647	495.3540591
648	493.6843754
649	492.0559171
650	491.7496578
651	491.0596004
652	490.3770667
653	489.7412924
654	489.0652061
655	488.4358167
656	488.1342312
657	487.5130982
658	485.8708673
659	484.2713158
660	483.9721981
661	483.2988768
662	482.6328933
663	482.0183949
664	481.4110319
665	479.7977114
666	478.2283367
667	477.931937
668	477.2690057
669	476.6690937
670	476.3768753
671	475.7199042
672	475.1269217
673	473.6910794
674	473.4018725
675	471.8272342
676	470.2931322
677	469.6378603
678	468.9897263
679	468.7013667
680	468.1189122
681	467.4766145
682	466.9000333
683	466.6165797
684	466.0475554
685	464.4988974
686	462.9921494
687	462.3528332
688	462.0713595
689	461.5093639
690	459.9888917
691	459.3535309
692	457.8758161
693	457.2472777
694	456.6905462
695	456.4115487
696	455.8621077
697	454.368492
698	453.7429841
699	452.2932609
700	452.016208
701	451.4735843
702	450.1320456
703	449.8581199
704	449.2357461
705	448.6201478
706	448.0860534
707	447.8156709	460.6487641
710	459.1694732
711	457.9146972
712	456.9225633
713	455.9423488
714	454.7107301
715	453.7414743
716	452.7838415
717	451.5749511
718	450.6279948
719	449.6923745
720	448.2981868
721	447.1287288
722	446.2044252
723	445.2911832
724	444.143381
725	4724	436.7980172
725	435.3861401
726	434.7854231
727	434.5137756
728	433.9191662
729	433.6501721
730	433.3842184
731	432.7952489
732	432.5318968
733	431.1284066
734	429.7680106
735	429.1832533
736	428.920804
737	428.6522771
738	428.392641
739	427.813136
740	427.2990155
741	427.0416251
742	425.6593084
743	424.3228114
744	424.0557888
745	423.4793259
746	423.2226702
747	422.7143254
748	422.4602828
749	421.196588
750	420.9319146
751	420.3338834
752	420.0720501
753	419.5729876
754	418.2219494
755	417.6509027
756	417.3968086
757	417.1455899
758	415.8075009
759	414.5085344
760	413.9175323
761	413.763	417.4308462
764	417.0512795
765	416.4363518
766	415.8242697
767	415.4479738
768	414.767	409.4205784
768	409.1735401
769	408.6202122
770	408.3755926
771	408.1137767
772	407.8717752
773	407.3758221
774	406.1570468
775	405.8979555
776	404.6088921
777	404.0334861
778	403.4860791
779	403.2441804
780	401.9971292
781	401.7385978
782	401.2513225
783	401.0110238
784	399.8183788
785	399.562538
786	398.3027145
787	397.733745
788	397.1712065
789	396.9313537
790	395.6824747
791	395.1442311
792	394.9059512
793	393.6961816
794	393.4599038
795	392.9064115
796	392.649262
797	392.4152077
798	391.8673283
799	390.6346987
800	389.4476198
801	389.1913248
802	388.9580364
803	388.4775327
804	387.328554
805	387.0749175
806	386.5282607
807	386.2961831
808	385.0929933
809	384.5677676
810	384.3372264
811	383.8173878
812	383.589106
813	382.4277705
814	382.1741644
815	381.7007094
816	381.2327669
817	380.0492154
818	379.8214433
819	378.6514474
820	378.1133894
821	377.598826
822	377.372269
823	376.8629797
824	376.6386421
825	376.4168428
826	375.2836827
827	375.0303656
828	374.8102993
829	373.7019608
830	373.4506249
831	372.9252115
832	372.6765726
833	372.4577729
834	371.9965469
835	370.8471482
836	370.324807
837	369.1876781
838	368.6862404
839	368.4676567
840	367.3677805
841	367.1510508
842	366.6373681
843	365.5181688
844	365.0248186
845	364.8092593
846	364.3209806
847	364.1075365
848	363.0281361
849	362.7766927
850	362.5649228
851	362.3555501
852	361.8542501
853	361.6052138
854	361.1461719
855	360.0754683
856	359.8291186
857	358.7318016
858	358.2318565
859	358.0225031
860	357.5279416
861	356.4402106
862	355.3928757
863	355.184387
864	354.7077055
865	867	364.7369866	354.2540292
867	354.0497849
868	353.5774698
869	353.3752335
870	352.8925774
871	352.4662503
872	352.2658077
873	351.2265866
874	876	361.032717
877	360.5932165
878	360.2406345
879	359.5884343
880	358.85576879	349.332054
880	348.8658334
881	348.6704442
882	348.2090425
883	348.015576
884	347.6052473
885	346.5377925
886	888	355.8453887	889	355.5327888	890	354.8093509
891	354.313890	3892	353.822891	3893	353.495892	3894	353.1564928
895	352.6714498
896	352.3472087
897	352.0399611
898	351.6400641
899	351.3359323
900	350.9182305
901	350.5873129
902	349.8723312
903	349.3900128
904	348.7352427
905	348.4144002
906	348.0970883
907	347.7695
908	347.2964164
909	346.9990362
910	346.7049339
911	346.2924201
912	345.9800871
913	345.5735891
914	345.2534733
915	344.9447925
916	344.628367
917	343.9794378
918	343.6732773
919	343.2885313
920	342.9750065
921	342.6913125
922	341.986832
923	341.0051922	327.648174
923	326.7153727
924	326.4690467
925	326.292362
926	325.8529788
927	324.8929545
928	323.9782379
929	323.7327451
930	323.5567156
931	323.1331118
932	322.9588189
933	322.0012192
934	321.7572513
935	320.8197995
936	320.3844625
937	319.9664251
938	319.7924771
939	318.8988824
940	318.6555056
941	317.7164879
942	316.801231
943	316.3717199
944	316.1979253
945	315.7730672
946	315.5300894
947	314.6220212
948	313.7574157
949	313.5842841
950	313.1624679
951	312.9910838
952	312.7488249
953	311.8332509
954	310.9473126
955	310.5372697
956	310.1211254
957	309.9500939
958	309.1063977
959	308.8639023
960	307.9918848
961	307.8217277
962	307.4180049
963	307.2495282
964	306.4215789
965	306.1799144
966	305.291907
967	305.0522804
968	304.2008733
969	303.7880641
970	303.6196256
971	303.2112782
972	302.3674253
973	302.2002113
974	301.3988686
975	300.9937731
976	300.8278239
977	300.5873467
978	299.7212393
979	298.8980715
980	298.5021062
981	298.336724
982	297.9449084
983	297.7811611
984	296.9990527
985	296.7583684
986	295.9478645
987	295.7849814
988	295.3869773
989	295.225738
990	294.458502
991	294.2185939
992	293.8243376
993	293.0278484
994	292.8672489
995	292.1140017
996	291.2863139
997	291.0477754
998	290.2723995
999	289.873968
